Sample Type,Analysis Name,Sample_Code,Client Name,Farm Name,field_6,Field Name,Cooperative,y,x,Crop,Depth,Condition,Comments,C (%),%Sand (%),%Silt (%),BD (g/cm3),%Clay (%),FAO Soil Type
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0103,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn04,Eor Emayian,-0.86953,35.88717,No crop,Top Soil,Moist,,3.86,21.6,37.6,1.01,40.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0104,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn05,Eor Emayian,-0.86893,35.88831,No crop,Top Soil,Moist,,3.99,23.6,35.6,,40.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0105,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn06,Eor Emayian,-0.86893,35.88903,No crop,Top Soil,Moist,,4.79,23.6,35.6,1.06,40.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0106,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn07,Eor Emayian,-0.86839,35.89033,No crop,Top Soil,Moist,,5.26,29.6,35.6,,34.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0107,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn08,Eor Emayian,-0.86881,35.88975,No crop,Top Soil,Moist,,3.78,21.6,35.6,,42.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0108,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn09,Eor Emayian,-0.87775,35.88969,No crop,Top Soil,Moist,,2.47,19.6,25.6,,54.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0109,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn10,Eor Emayian,-0.87739,35.88997,No crop,Top Soil,Moist,,2.62,35.6,29.6,,34.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0110,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn11,Eor Emayian,-0.87756,35.88953,No crop,Top Soil,Moist,,2.64,21.6,35.6,,42.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0111,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE50,Eor Emayian,-0.85136,35.89619,No crop,Top Soil,Moist,,6.21,25.6,33.6,0.93,40.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0112,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE51,Eor Emayian,-0.83719,35.88608,No crop,Top Soil,Moist,,5.41,27.6,35.6,0.87,36.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0113,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE52,Eor Emayian,-0.84026,35.89593,No crop,Top Soil,Moist,,3.0,23.6,29.6,1.05,46.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0114,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE53,Eor Emayian,-0.84635,35.89275,No crop,Top Soil,Moist,,4.5,27.6,29.6,0.9,42.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0115,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE54,Eor Emayian,-0.84242,35.89262,No crop,Top Soil,Moist,,3.46,23.6,31.6,0.96,44.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0116,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE55,Eor Emayian,-0.84147,35.89258,No crop,Top Soil,Moist,,4.2,21.6,35.6,0.95,42.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0117,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE56,Eor Emayian,-0.83955,35.89432,No crop,Top Soil,Moist,,2.78,31.6,27.6,,40.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0118,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE57,Eor Emayian,-0.84075,35.89267,No crop,Top Soil,Moist,,3.36,29.6,31.6,,38.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0119,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE58,Eor Emayian,-0.83858,35.89262,No crop,Top Soil,Moist,,2.94,29.6,33.6,,36.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0120,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE59,Eor Emayian,-0.83058,35.89364,No crop,Top Soil,Moist,,4.49,23.6,35.6,,40.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0121,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE60,Eor Emayian,-0.84248,35.89392,No crop,Top Soil,Moist,,3.3,29.6,33.6,,36.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0122,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE61,Eor Emayian,-0.83926,35.89578,No crop,Top Soil,Moist,,3.8,25.6,33.6,,40.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0123,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE62,Eor Emayian,-0.84575,35.89623,No crop,Top Soil,Moist,,3.18,31.6,31.6,,36.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0124,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE63,Eor Emayian,-0.84235,35.89461,No crop,Top Soil,Moist,,4.25,29.6,37.6,,32.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0125,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE64,Eor Emayian,-0.83833,35.89381,No crop,Top Soil,Moist,,4.41,27.6,35.6,,36.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0165,Regenerative carbon Alliance,Regenerative carbon Alliance,,L50,Lanyuak,-0.82708,35.88881,No crop,Top Soil,Moist,,2.92,25.6,33.6,,40.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0166,Regenerative carbon Alliance,Regenerative carbon Alliance,,L52,Lanyuak,-0.81392,35.89258,No crop,Top Soil,Moist,,3.72,27.6,31.6,,40.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0167,Regenerative carbon Alliance,Regenerative carbon Alliance,,L53,Lanyuak,-0.8155,35.8922,No crop,Top Soil,Moist,,4.19,27.6,35.6,,36.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0168,Regenerative carbon Alliance,Regenerative carbon Alliance,,L54,Lanyuak,-0.82103,35.88889,No crop,Top Soil,Moist,,4.83,27.6,33.6,,38.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0169,Regenerative carbon Alliance,Regenerative carbon Alliance,,L55,Lanyuak,-0.82472,35.90103,No crop,Top Soil,Moist,,3.85,25.6,31.6,,42.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0170,Regenerative carbon Alliance,Regenerative carbon Alliance,,L56,Lanyuak,-0.80044,35.896,No crop,Top Soil,Moist,,4.95,31.3,30.0,,38.7,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0171,Regenerative carbon Alliance,Regenerative carbon Alliance,,L57,Lanyuak,-0.79433,35.8938,No crop,Top Soil,Moist,,4.62,29.3,34.0,0.93,36.7,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0172,Regenerative carbon Alliance,Regenerative carbon Alliance,,L58,Lanyuak,-0.78786,35.89042,No crop,Top Soil,Moist,,4.89,29.3,30.0,0.9,40.7,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0173,Regenerative carbon Alliance,Regenerative carbon Alliance,,L59,Lanyuak,-0.78242,35.89213,No crop,Top Soil,Moist,,4.19,25.3,34.0,0.96,40.7,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0174,Regenerative carbon Alliance,Regenerative carbon Alliance,,L60,Lanyuak,-0.78267,35.893,No crop,Top Soil,Moist,,4.24,31.3,26.0,1.05,42.7,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0175,Regenerative carbon Alliance,Regenerative carbon Alliance,,L61,Lanyuak,-0.77419,35.89103,No crop,Top Soil,Moist,,5.54,27.3,32.0,0.95,40.7,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0176,Regenerative carbon Alliance,Regenerative carbon Alliance,,L62,Lanyuak,-0.76992,35.88869,No crop,Top Soil,Moist,,4.32,27.3,32.0,1.07,40.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0177,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN11,Lanyuak,-0.71956,35.89797,No crop,Top Soil,Moist,,3.8,22.6,24.0,,53.4,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0178,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN13,Lanyuak,-0.72669,35.89697,No crop,Top Soil,Moist,,3.23,45.3,20.0,,34.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0179,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN14,Lanyuak,-0.71814,35.89819,No crop,Top Soil,Moist,,4.65,34.6,28.0,,37.4,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0180,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN15,Lanyuak,-0.71814,35.89753,No crop,Top Soil,Moist,,4.13,33.3,26.0,,40.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0181,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN18,Lanyuak,-0.73869,35.88917,No crop,Top Soil,Moist,,4.16,25.3,34.0,,40.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0182,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN19,Lanyuak,-0.72003,35.89883,No crop,Top Soil,Moist,,3.39,43.3,26.0,,30.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0183,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN21,Lanyuak,-0.69403,35.90069,No crop,Top Soil,Moist,,5.18,33.3,28.0,,38.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0184,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN22,Lanyuak,-0.71964,35.89742,No crop,Top Soil,Moist,,3.55,27.3,30.0,,42.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0185,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN22,Lanyuak,-0.7365,35.89278,No crop,Top Soil,Moist,,4.5,27.3,32.0,,40.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0186,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN23,Lanyuak,-0.72525,35.89667,No crop,Top Soil,Moist,,4.04,41.3,22.0,,36.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0187,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN24,Lanyuak,-0.71828,35.89794,No crop,Top Soil,Moist,,3.73,37.3,18.0,,44.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0188,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN25,Lanyuak,-0.73644,35.89231,No crop,Top Soil,Moist,,4.55,25.3,32.0,,42.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0189,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN27,Lanyuak,-0.72028,35.89939,No crop,Top Soil,Moist,,1.06,53.3,18.0,,28.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0190,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN3,Lanyuak,-0.71775,35.89814,No crop,Top Soil,Moist,,4.61,45.3,20.0,,34.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0191,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNN9,Lanyuak,-0.739,35.88961,No crop,Top Soil,Moist,,4.59,39.3,22.0,,38.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0192,Regenerative carbon Alliance,Regenerative carbon Alliance,,LNNu31,Lanyuak,-0.75025,35.89144,No crop,Top Soil,Moist,,3.47,27.3,30.0,,42.7,ANm
