Sample Type,Analysis Name,Sample_Code,Client Name,Farm Name,field_6,Field Name,Cooperative,y,x,Crop,Depth,Condition,Comments,C (%),%Sand (%),%Silt (%),BD (g/cm3),%Clay (%),FAO Soil Type
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0018,Regenerative carbon Alliance,Regenerative carbon Alliance,,A40,Adu,-2.849467,40.01208,No crop,Top Soil,Moist,,3.5,29.3,10.0,,60.7,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0019,Regenerative carbon Alliance,Regenerative carbon Alliance,,KNTU010,Adu,-2.84497,40.01203,No crop,Top Soil,Moist,,5.15,19.3,18.0,,62.7,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0020,Regenerative carbon Alliance,Regenerative carbon Alliance,,A41,Adu,-2.860222,39.994207,No crop,Top Soil,Moist,,3.21,35.3,10.0,,54.7,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0021,Regenerative carbon Alliance,Regenerative carbon Alliance,,A42,Adu,-2.859592,39.993464,No crop,Top Soil,Moist,,3.73,39.3,18.0,,42.7,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0022,Regenerative carbon Alliance,Regenerative carbon Alliance,,A43,Adu,-2.859576,39.99422,No crop,Top Soil,Moist,,3.13,51.3,12.0,,36.7,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0023,Regenerative carbon Alliance,Regenerative carbon Alliance,,A44,Adu,-2.858904,39.994177,No crop,Top Soil,Moist,,3.2,37.3,16.0,,46.7,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0057,Regenerative carbon Alliance,Regenerative carbon Alliance,,A85,Adu,-2.8399589,39.9644516,No crop,Top Soil,Moist,,5.19,43.6,13.6,,42.8,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0069,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu1,Adu,-2.8568637,39.990085,No crop,Top Soil,Moist,,3.67,59.6,11.6,,28.8,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0070,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu10,Adu,-2.858567,39.992261,No crop,Top Soil,Moist,,1.43,35.6,9.64,,54.76,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0071,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu11,Adu,-2.849837,40.002843,No crop,Top Soil,Moist,,3.83,33.6,7.64,,58.76,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0072,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu12,Adu,-2.850753,39.993803,No crop,Top Soil,Moist,,2.75,39.6,7.64,,52.76,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0073,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu13,Adu,-2.844938,39.988387,No crop,Top Soil,Moist,,0.58,85.6,5.64,,8.76,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0074,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu14,Adu,-2.844494,39.988387,No crop,Top Soil,Moist,,1.71,79.6,7.64,,12.76,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0075,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu15,Adu,-2.844152,39.988761,No crop,Top Soil,Moist,,0.68,79.6,3.64,,16.76,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0076,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu16,Adu,-2.844136,39.988476,No crop,Top Soil,Moist,,0.66,71.6,5.64,,22.76,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0077,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu17,Adu,-2.843977,39.988394,No crop,Top Soil,Moist,,0.93,65.6,5.64,,28.76,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0078,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu18,Adu,-2.843977,39.988394,No crop,Top Soil,Moist,,0.81,65.6,13.6,,20.8,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0079,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu19,Adu,-2.845075,39.983762,No crop,Top Soil,Moist,,0.56,67.6,11.6,,20.8,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0080,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu20,Adu,-2.845299,39.97803,No crop,Top Soil,Moist,,0.94,71.6,13.6,,14.8,VRe
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0081,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu21,Adu,-2.8422285,39.97397,No crop,Top Soil,Moist,,1.51,59.6,19.6,1.33,20.8,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0082,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu22,Adu,-2.841846,39.971385,No crop,Top Soil,Moist,,0.63,73.6,11.6,,14.8,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0083,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu23,Adu,-2.851392,39.974449,No crop,Top Soil,Moist,,2.2,63.6,5.64,,30.76,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0089,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu2,Adu,-2.9507139,39.952271,No crop,Top Soil,Moist,,3.93,27.6,19.6,,52.8,VRe
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0091,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu6,Adu,-2.906497,39.965365,No crop,Top Soil,Moist,,2.91,67.6,7.64,,24.76,VRe
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0092,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu7,Adu,-2.8924431,39.9976,No crop,Top Soil,Moist,,1.92,57.6,9.64,1.24,32.76,VRe
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0094,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu8,Adu,-2.892939,39.998458,No crop,Top Soil,Moist,,1.43,61.6,9.64,1.41,28.76,VRe
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0095,Regenerative carbon Alliance,Regenerative carbon Alliance,,Adu9,Adu,-2.8923129,39.99802,No crop,Top Soil,Moist,,3.14,53.6,7.64,1.25,38.76,VRe
