Sample Type,Analysis Name,Sample_Code,Client Name,Farm Name,field_6,Field Name,Cooperative,y,x,Crop,Depth,Condition,Comments,C (%),%Sand (%),%Silt (%),BD (g/cm3),%Clay (%),FAO Soil Type
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0262,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA59,Kabianga,-0.4152,35.16187,Kale,Top Soil,Moist,,4.39,21.3,26.0,,52.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0263,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP66,Kipsigis,-0.60035,35.22877,Tea,Top Soil,Moist,,4.49,25.3,20.0,,54.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0264,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP67,Kipsigis,-0.5972,35.25127,No crop,Top Soil,Moist,,2.9,11.3,20.0,,68.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0265,Regenerative carbon Alliance,Regenerative carbon Alliance,,KNTU023,Kabianga,-0.5,35.18,No crop,Top Soil,Moist,,3.77,17.3,20.0,,62.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0266,Regenerative carbon Alliance,Regenerative carbon Alliance,,KNTU024,Kabianga,-0.502,35.182,Tea,Top Soil,Moist,,4.29,21.3,12.0,,66.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0267,Regenerative carbon Alliance,Regenerative carbon Alliance,,KNTU025,Kabianga,-0.505,35.185,No crop,Top Soil,Moist,,1.28,21.3,46.0,,32.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0268,Regenerative carbon Alliance,Regenerative carbon Alliance,,K09,Kabianga,-0.46,35.182,Tea,Top Soil,Moist,,3.22,19.3,18.0,,62.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0126,Regenerative carbon Alliance,Regenerative carbon Alliance,,K1,Kabianga,-0.458598054,35.18384747,Tea,Top Soil,Moist,,6.71,23.6,25.6,,50.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0127,Regenerative carbon Alliance,Regenerative carbon Alliance,,K11,Kabianga,-0.45589,35.19161,Tea,Top Soil,Moist,,4.4,21.6,19.6,,58.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0128,Regenerative carbon Alliance,Regenerative carbon Alliance,,K12,Kabianga,-0.475399764,35.12152736,Tea,Top Soil,Moist,,4.66,17.6,19.6,,62.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0129,Regenerative carbon Alliance,Regenerative carbon Alliance,,K18,Kabianga,-0.51053,35.16083,Tea,Top Soil,Moist,,5.51,15.6,21.6,,62.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0130,Regenerative carbon Alliance,Regenerative carbon Alliance,,K26,Kabianga,-0.48964,35.13758,Tea,Top Soil,Moist,,4.21,13.6,27.6,,58.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0131,Regenerative carbon Alliance,Regenerative carbon Alliance,,K27,Kabianga,-0.46031,35.17281,Tea,Top Soil,Moist,,3.48,9.64,15.6,,74.76,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0132,Regenerative carbon Alliance,Regenerative carbon Alliance,,K7,Kabianga,-0.495222436,35.13841396,Tea,Top Soil,Moist,,4.07,19.6,17.6,,62.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0133,Regenerative carbon Alliance,Regenerative carbon Alliance,,K9,Kabianga,-0.46361,35.18181,Tea,Top Soil,Moist,,8.85,25.6,23.6,,50.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0134,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA13,Kabianga,-0.44298708,35.131672,Tea,Top Soil,Moist,,5.63,23.6,19.6,,56.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0135,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA4,Kabianga,-0.4287994,35.144828,Tea,Top Soil,Moist,,5.74,29.6,19.6,0.9,50.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0136,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA50,Kabianga,-0.4173038,35.1046031,Tea,Top Soil,Moist,,3.86,21.6,19.6,1.03,58.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0137,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA50,Kabianga,-0.4173038,35.1046031,Tea,Top Soil,Moist,,2.64,19.6,13.6,0.81,66.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0138,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA51,Kabianga,-0.4222144,35.1387888,Tea,Top Soil,Moist,,3.6,15.6,19.6,1.09,64.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0139,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA52,Kabianga,-0.3989269,35.1023141,Tea,Top Soil,Moist,,3.33,23.6,21.6,1.09,54.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0140,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA53,Kabianga,-0.4050438,35.1822397,Tea,Top Soil,Moist,,6.18,21.6,25.6,1.11,52.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0141,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA54,Kabianga,-0.4251839,35.0663544,Tea,Top Soil,Moist,,3.84,15.6,23.6,,60.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0142,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA56,Kabianga,-0.3978458,35.1277647,Tea,Top Soil,Moist,,3.54,23.6,23.6,,52.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0143,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA56,Kabianga,-0.4043145,35.1323085,Tea,Top Soil,Moist,,4.61,21.6,21.6,,56.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0144,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA57,Kabianga,-0.3905672,35.1565868,Corn,Top Soil,Moist,,5.81,25.6,25.6,,48.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0145,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA60,Kabianga,-0.4058471,35.0715111,Corn,Top Soil,Moist,,3.89,19.6,17.6,,62.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0146,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA61,Kabianga,-0.3999222,35.089068,Tea,Top Soil,Moist,,4.03,17.6,21.6,,60.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0147,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA62,Kabianga,-0.4451531,35.078239,Corn,Top Soil,Moist,,4.16,15.6,19.6,,64.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0148,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA65,Kabianga,-0.4104901,35.058115,Kale,Top Soil,Moist,,5.67,15.6,23.6,,60.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0149,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP50,Kipsigis,-0.614858,35.25533,Tea,Top Soil,Moist,,4.28,21.6,25.6,1.16,52.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0150,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP51,Kipsigis,-0.617925,35.28242,Tea,Top Soil,Moist,,4.03,25.6,25.6,1.03,48.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0151,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP52,Kipsigis,-0.602682,35.25003,"Tea, Sweet potato",Top Soil,Moist,,2.52,23.6,19.6,1.13,56.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0152,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP54,Kipsigis,-0.601893,35.24019,Tea,Top Soil,Moist,,6.05,23.6,27.6,1.03,48.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0153,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP56,Kipsigis,-0.600335,35.22866,Tea,Top Soil,Moist,,3.71,21.6,27.6,,50.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0154,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP57,Kipsigis,-0.59136,35.23817,Tea,Top Soil,Moist,,5.31,19.6,25.6,,54.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0155,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP58,Kipsigis,-0.58694,35.23189,Kale,Top Soil,Moist,,4.26,17.6,23.6,,58.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0156,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP59,Kipsigis,-0.58308,35.22897,Tea,Top Soil,Moist,,3.83,3.28,19.3,,77.42,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0157,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP60,Kipsigis,-0.57536,35.23066,"Beans, tea",Top Soil,Moist,,3.85,15.6,21.6,,62.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0158,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP61,Kipsigis,-0.56414,35.23886,Tea,Top Soil,Moist,,3.75,37.6,15.6,,46.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0159,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP62,Kipsigis,-0.55772,35.24239,Tea,Top Soil,Moist,,3.9,23.3,15.3,,61.4,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0160,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP63,Kipsigis,-0.56914,35.24417,Tea,Top Soil,Moist,,4.36,19.3,19.3,,61.4,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0161,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP64,Kipsigis,-0.57834,35.26203,No crop,Top Soil,Moist,,3.77,31.6,23.6,,44.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0162,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP65,Kipsigis,-0.58817,35.24797,Tea,Top Soil,Moist,,4.33,29.6,19.6,,50.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0163,Regenerative carbon Alliance,Regenerative carbon Alliance,,KNTU12R,Kipsigis,-0.51864,35.27775,Tea,Top Soil,Moist,,2.91,17.6,17.6,,64.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0164,Regenerative carbon Alliance,Regenerative carbon Alliance,,KNTU27R,Kipsigis,-0.51128,35.27289,Tea,Top Soil,Moist,,4.67,27.6,21.6,,50.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0193,Regenerative carbon Alliance,Regenerative carbon Alliance,,M50,Mumberes,0.0568437,35.555937,No crop,Top Soil,Moist,,4.25,17.3,24.0,,58.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0194,Regenerative carbon Alliance,Regenerative carbon Alliance,,M51,Mumberes,-0.0114145,35.5717195,Beans,Top Soil,Moist,,1.22,13.3,14.0,,72.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0195,Regenerative carbon Alliance,Regenerative carbon Alliance,,M52,Mumberes,0.0402137,35.5314847,Kale,Top Soil,Moist,,3.24,15.3,26.0,,58.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0198,Regenerative carbon Alliance,Regenerative carbon Alliance,,M55,Mumberes,-0.02145,35.613964,Irish Potato,Top Soil,Moist,,3.43,21.3,28.0,,50.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0204,Regenerative carbon Alliance,Regenerative carbon Alliance,,M61,Mumberes,0.030608,35.5285041,No crop,Top Soil,Moist,,7.14,27.3,30.0,,42.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0205,Regenerative carbon Alliance,Regenerative carbon Alliance,,M62,Mumberes,-0.025212,35.61661,Corn,Top Soil,Moist,,3.49,13.3,18.0,,68.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0206,Regenerative carbon Alliance,Regenerative carbon Alliance,,M63,Mumberes,-0.010177,35.5880853,Beetroot,Top Soil,Moist,,3.86,19.3,26.0,,54.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0209,Regenerative carbon Alliance,Regenerative carbon Alliance,,M66,Mumberes,-0.027472,35.612269,Cabbage,Top Soil,Moist,,3.02,23.3,24.0,,52.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0210,Regenerative carbon Alliance,Regenerative carbon Alliance,,M67,Mumberes,0.0699931,35.5574947,No crop,Top Soil,Moist,,6.87,23.3,28.0,,48.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0211,Regenerative carbon Alliance,Regenerative carbon Alliance,,M68,Mumberes,-0.034043,35.620116,Corn,Top Soil,Moist,,3.45,13.3,20.0,,66.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0212,Regenerative carbon Alliance,Regenerative carbon Alliance,,M69,Mumberes,0.025187,35.569348,Corn,Top Soil,Moist,,3.35,15.3,22.0,,62.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0215,Regenerative carbon Alliance,Regenerative carbon Alliance,,M72,Mumberes,-0.008234,35.5860267,Oat,Top Soil,Moist,,4.85,19.3,20.0,,60.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0216,Regenerative carbon Alliance,Regenerative carbon Alliance,,M73,Mumberes,-0.0068095,35.5644775,Irish Potato,Top Soil,Moist,,3.14,19.3,22.0,,58.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0217,Regenerative carbon Alliance,Regenerative carbon Alliance,,M74,Mumberes,0.0398834,35.5344267,Corn,Top Soil,Moist,,4.41,19.3,24.0,,56.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0218,Regenerative carbon Alliance,Regenerative carbon Alliance,,M75,Mumberes,0.052757,35.5500321,Corn,Top Soil,Moist,,6.47,27.3,32.0,,40.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0221,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTP1R,Mumberes,0.01208,35.62211,No crop,Top Soil,Moist,,3.46,29.3,20.0,,50.7,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0222,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU18R,Mumberes,0.03339,35.57908,Corn,Top Soil,Moist,,5.67,15.3,16.0,1.03,68.7,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0223,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU24R,Mumberes,0.04247,35.57331,Potato,Top Soil,Moist,,5.95,23.3,20.0,1.08,56.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0224,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU29R,Mumberes,-0.00744,35.60911,Corn,Top Soil,Moist,,4.29,13.3,22.0,,64.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0225,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU2R,Mumberes,0.00897,35.6131,Corn,Top Soil,Moist,,3.87,21.3,14.0,,64.7,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0226,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU31R,Mumberes,-0.031,35.62242,Corn,Top Soil,Moist,,3.26,11.3,18.0,1.09,70.7,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0227,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU35R,Mumberes,0.03833,35.57606,Corn,Top Soil,Moist,,5.87,15.3,22.0,1.02,62.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0228,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU58R,Mumberes,-0.01336,35.62864,Corn,Top Soil,Moist,,3.67,9.28,22.0,,68.72,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0229,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU65R,Mumberes,0.00967,35.61286,No crop,Top Soil,Moist,,3.93,21.3,14.0,,64.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0230,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU016,Mumberes,-0.01,35.61,Potato,Top Soil,Moist,,3.39,15.3,22.0,,62.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0231,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU69R,Mumberes,0.03125,35.57914,Corn,Top Soil,Moist,,4.74,15.3,18.0,,66.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0232,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU71R,Mumberes,-0.01319,35.62825,Corn,Top Soil,Moist,,4.0,17.3,26.0,,56.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0233,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU75R,Mumberes,-0.02586,35.61686,Corn,Top Soil,Moist,,3.41,19.3,22.0,,58.7,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0234,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU7R,Mumberes,0.03028,35.58417,Corn,Top Soil,Moist,,3.59,19.3,20.0,0.93,60.7,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0235,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU81R,Mumberes,0.02947,35.58547,Corn,Top Soil,Moist,,5.77,19.3,20.0,1.01,60.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0236,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU9R,Mumberes,0.01539,35.61328,Tea,Top Soil,Moist,,4.26,17.3,16.0,,66.7,NTu
