Sample Type,Analysis Name,Sample_Code,Client Name,Farm Name,field_6,Field Name,Cooperative,y,x,Crop,Depth,Condition,Comments,C (%),%Sand (%),%Silt (%),BD (g/cm3),%Clay (%),FAO Soil Type
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0251,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU79,Mumberes,-0.034,35.5798,Corn,Top Soil,Moist,,4.23,13.3,16,,70.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0252,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU83,Mumberes,-0.036,35.5802,Corn,Top Soil,Moist,,5.97,19.3,18,,62.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0253,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU86,Mumberes,-0.0385,35.5765,Kale,Top Soil,Moist,,5.31,23.3,22,,54.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0254,Regenerative carbon Alliance,Regenerative carbon Alliance,,MNTU89,Mumberes,-0.04,35.577,Kale,Top Soil,Moist,,4.32,17.3,14,,68.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0255,Regenerative carbon Alliance,Regenerative carbon Alliance,,K02,Kabianga,-0.452,35.18,Tea,Top Soil,Moist,,7.75,25.3,22,,52.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0256,Regenerative carbon Alliance,Regenerative carbon Alliance,,K03,Kabianga,-0.455,35.185,Tea,Top Soil,Moist,,5.6,15.3,16,,68.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0257,Regenerative carbon Alliance,Regenerative carbon Alliance,,K04,Kabianga,-0.457,35.19,Tea,Top Soil,Moist,,4.91,19.3,20,,60.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0258,Regenerative carbon Alliance,Regenerative carbon Alliance,,K15,Kabianga,-0.47,35.17,Tea,Top Soil,Moist,,5.28,17.3,20,,62.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0259,Regenerative carbon Alliance,Regenerative carbon Alliance,,K17,Kabianga,-0.48,35.165,Tea,Top Soil,Moist,,8.9,31.3,22,,46.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0260,Regenerative carbon Alliance,Regenerative carbon Alliance,,K20,Kabianga,-0.49,35.16,Tea,Top Soil,Moist,,5.16,21.3,22,,56.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0261,Regenerative carbon Alliance,Regenerative carbon Alliance,,KNTU022,Kabianga,-0.495,35.175,Tea,Top Soil,Moist,,4.26,23.3,20,,56.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0262,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA59,Kabianga,-0.4152,35.16187,Kale,Top Soil,Moist,,4.39,21.3,26,,52.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0263,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP66,Kipsigis,-0.60035,35.22877,Tea,Top Soil,Moist,,4.49,25.3,20,,54.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0264,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP67,Kipsigis,-0.5972,35.25127,No crop,Top Soil,Moist,,2.9,11.3,20,,68.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0265,Regenerative carbon Alliance,Regenerative carbon Alliance,,KNTU023,Kabianga,-0.5,35.18,No crop,Top Soil,Moist,,3.77,17.3,20,,62.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0266,Regenerative carbon Alliance,Regenerative carbon Alliance,,KNTU024,Kabianga,-0.502,35.182,Tea,Top Soil,Moist,,4.29,21.3,12,,66.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0267,Regenerative carbon Alliance,Regenerative carbon Alliance,,KNTU025,Kabianga,-0.505,35.185,No crop,Top Soil,Moist,,1.28,21.3,46,,32.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0268,Regenerative carbon Alliance,Regenerative carbon Alliance,,K09,Kabianga,-0.46,35.182,Tea,Top Soil,Moist,,3.22,19.3,18,,62.7,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0269,Regenerative carbon Alliance,Regenerative carbon Alliance,,ADU05,Eor Emayian,-0.87,35.88,Corn,Top Soil,Moist,,2.62,47.3,16,,36.7,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0096,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn01,Eor Emayian,-0.86886,35.88786,No crop,Top Soil,Moist,,3.59,23.6,33.6,,42.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0097,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn02,Eor Emayian,-0.89711,35.88157,No crop,Top Soil,Moist,,3.03,29.6,25.6,,44.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0098,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn013,Eor Emayian,-0.89578,35.89325,"Avocado,peas,beans",Top Soil,Moist,,5.44,25.6,35.6,,38.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0099,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn014,Eor Emayian,-0.89644,35.88452,Maize,Top Soil,Moist,,3.46,23.6,31.6,,44.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0100,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn015,Eor Emayian,-0.92323,35.88156,Beetroot,Top Soil,Moist,,4.9,39.6,29.6,,30.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0101,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn02,Eor Emayian,-0.85108,35.89442,No crop,Top Soil,Moist,,2.99,23.6,31.6,,44.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0102,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn03,Eor Emayian,-0.86893,35.88728,No crop,Top Soil,Moist,,3.32,21.6,35.6,,42.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0103,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn04,Eor Emayian,-0.86953,35.88717,Corn,Top Soil,Moist,,3.86,21.6,37.6,1.01,40.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0104,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn05,Eor Emayian,-0.86893,35.88831,No crop,Top Soil,Moist,,3.99,23.6,35.6,,40.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0105,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn06,Eor Emayian,-0.86893,35.88903,No crop,Top Soil,Moist,,4.79,23.6,35.6,1.06,40.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0106,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn07,Eor Emayian,-0.86839,35.89033,Potato,Top Soil,Moist,,5.26,29.6,35.6,,34.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0107,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn08,Eor Emayian,-0.86881,35.88975,No crop,Top Soil,Moist,,3.78,21.6,35.6,,42.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0108,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn09,Eor Emayian,-0.87775,35.88969,No crop,Top Soil,Moist,,2.47,19.6,25.6,,54.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0109,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn10,Eor Emayian,-0.87739,35.88997,No crop,Top Soil,Moist,,2.62,35.6,29.6,,34.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0110,Regenerative carbon Alliance,Regenerative carbon Alliance,,ANn11,Eor Emayian,-0.87756,35.88953,No crop,Top Soil,Moist,,2.64,21.6,35.6,,42.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0111,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE50,Eor Emayian,-0.85136,35.89619,Potato,Top Soil,Moist,,6.21,25.6,33.6,0.93,40.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0112,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE51,Eor Emayian,-0.83719,35.88608,Cabbage,Top Soil,Moist,,5.41,27.6,35.6,0.87,36.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0113,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE52,Eor Emayian,-0.84026,35.89593,Peas,Top Soil,Moist,,3,23.6,29.6,1.05,46.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0114,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE53,Eor Emayian,-0.84635,35.89275,Potato,Top Soil,Moist,,4.5,27.6,29.6,0.9,42.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0115,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE54,Eor Emayian,-0.84242,35.89262,Potato,Top Soil,Moist,,3.46,23.6,31.6,0.96,44.8,ANm
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0116,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE55,Eor Emayian,-0.84147,35.89258,Potato,Top Soil,Moist,,4.2,21.6,35.6,0.95,42.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0117,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE56,Eor Emayian,-0.83955,35.89432,Potato,Top Soil,Moist,,2.78,31.6,27.6,,40.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0118,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE57,Eor Emayian,-0.84075,35.89267,Passion fruit,Top Soil,Moist,,3.36,29.6,31.6,,38.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0119,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE58,Eor Emayian,-0.83858,35.89262,Corn,Top Soil,Moist,,2.94,29.6,33.6,,36.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0120,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE59,Eor Emayian,-0.83058,35.89364,Potato,Top Soil,Moist,,4.49,23.6,35.6,,40.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0121,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE60,Eor Emayian,-0.84248,35.89392,Potato,Top Soil,Moist,,3.3,29.6,33.6,,36.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0122,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE61,Eor Emayian,-0.83926,35.89578,No crop,Top Soil,Moist,,3.8,25.6,33.6,,40.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0123,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE62,Eor Emayian,-0.84575,35.89623,Potato,Top Soil,Moist,,3.18,31.6,31.6,,36.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0124,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE63,Eor Emayian,-0.84235,35.89461,Cabbage,Top Soil,Moist,,4.25,29.6,37.6,,32.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0125,Regenerative carbon Alliance,Regenerative carbon Alliance,,EE64,Eor Emayian,-0.83833,35.89381,Potato,Top Soil,Moist,,4.41,27.6,35.6,,36.8,ANm
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0126,Regenerative carbon Alliance,Regenerative carbon Alliance,,K1,Kabianga,-0.458598054,35.18384747,Tea,Top Soil,Moist,,6.71,23.6,25.6,,50.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0127,Regenerative carbon Alliance,Regenerative carbon Alliance,,K11,Kabianga,-0.45589,35.19161,Tea,Top Soil,Moist,,4.4,21.6,19.6,,58.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0128,Regenerative carbon Alliance,Regenerative carbon Alliance,,K12,Kabianga,-0.475399764,35.12152736,Tea,Top Soil,Moist,,4.66,17.6,19.6,,62.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0129,Regenerative carbon Alliance,Regenerative carbon Alliance,,K18,Kabianga,-0.51053,35.16083,Tea,Top Soil,Moist,,5.51,15.6,21.6,,62.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0130,Regenerative carbon Alliance,Regenerative carbon Alliance,,K26,Kabianga,-0.48964,35.13758,Tea,Top Soil,Moist,,4.21,13.6,27.6,,58.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0131,Regenerative carbon Alliance,Regenerative carbon Alliance,,K27,Kabianga,-0.46031,35.17281,Tea,Top Soil,Moist,,3.48,9.64,15.6,,74.76,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0132,Regenerative carbon Alliance,Regenerative carbon Alliance,,K7,Kabianga,-0.495222436,35.13841396,Tea,Top Soil,Moist,,4.07,19.6,17.6,,62.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0133,Regenerative carbon Alliance,Regenerative carbon Alliance,,K9,Kabianga,-0.46361,35.18181,Tea,Top Soil,Moist,,8.85,25.6,23.6,,50.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0134,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA13,Kabianga,-0.44298708,35.131672,Tea,Top Soil,Moist,,5.63,23.6,19.6,,56.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0135,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA4,Kabianga,-0.4287994,35.144828,Tea,Top Soil,Moist,,5.74,29.6,19.6,0.9,50.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0136,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA50,Kabianga,-0.4173038,35.1046031,Tea,Top Soil,Moist,,3.86,21.6,19.6,1.03,58.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0137,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA50,Kabianga,-0.4173038,35.1046031,Tea,Top Soil,Moist,,2.64,19.6,13.6,0.81,66.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0138,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA51,Kabianga,-0.4222144,35.1387888,Tea,Top Soil,Moist,,3.6,15.6,19.6,1.09,64.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0139,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA52,Kabianga,-0.3989269,35.1023141,Tea,Top Soil,Moist,,3.33,23.6,21.6,1.09,54.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0140,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA53,Kabianga,-0.4050438,35.1822397,Tea,Top Soil,Moist,,6.18,21.6,25.6,1.11,52.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0141,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA54,Kabianga,-0.4251839,35.0663544,Tea,Top Soil,Moist,,3.84,15.6,23.6,,60.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0142,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA56,Kabianga,-0.3978458,35.1277647,Tea,Top Soil,Moist,,3.54,23.6,23.6,,52.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0143,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA56,Kabianga,-0.4043145,35.1323085,Tea,Top Soil,Moist,,4.61,21.6,21.6,,56.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0144,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA57,Kabianga,-0.3905672,35.1565868,Corn,Top Soil,Moist,,5.81,25.6,25.6,,48.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0145,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA60,Kabianga,-0.4058471,35.0715111,Corn,Top Soil,Moist,,3.89,19.6,17.6,,62.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0146,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA61,Kabianga,-0.3999222,35.089068,Tea,Top Soil,Moist,,4.03,17.6,21.6,,60.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0147,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA62,Kabianga,-0.4451531,35.078239,Corn,Top Soil,Moist,,4.16,15.6,19.6,,64.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0148,Regenerative carbon Alliance,Regenerative carbon Alliance,,KA65,Kabianga,-0.4104901,35.058115,Kale,Top Soil,Moist,,5.67,15.6,23.6,,60.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0149,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP50,Kipsigis,-0.614858,35.25533,Tea,Top Soil,Moist,,4.28,21.6,25.6,1.16,52.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0150,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP51,Kipsigis,-0.617925,35.28242,Tea,Top Soil,Moist,,4.03,25.6,25.6,1.03,48.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0151,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP52,Kipsigis,-0.602682,35.25003,"Tea, Sweet potato",Top Soil,Moist,,2.52,23.6,19.6,1.13,56.8,NTu
Soil Analysis,"Soil Bulk Density,Soil Organic Carbon (Dry Combustion),Soil Texture Analysis",CR442SA0152,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP54,Kipsigis,-0.601893,35.24019,Tea,Top Soil,Moist,,6.05,23.6,27.6,1.03,48.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0153,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP56,Kipsigis,-0.600335,35.22866,Tea,Top Soil,Moist,,3.71,21.6,27.6,,50.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0154,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP57,Kipsigis,-0.59136,35.23817,Tea,Top Soil,Moist,,5.31,19.6,25.6,,54.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0155,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP58,Kipsigis,-0.58694,35.23189,Kale,Top Soil,Moist,,4.26,17.6,23.6,,58.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0156,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP59,Kipsigis,-0.58308,35.22897,Tea,Top Soil,Moist,,3.83,3.28,19.3,,77.42,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0157,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP60,Kipsigis,-0.57536,35.23066,"Beans, tea",Top Soil,Moist,,3.85,15.6,21.6,,62.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0158,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP61,Kipsigis,-0.56414,35.23886,Tea,Top Soil,Moist,,3.75,37.6,15.6,,46.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0159,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP62,Kipsigis,-0.55772,35.24239,Tea,Top Soil,Moist,,3.9,23.3,15.3,,61.4,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0160,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP63,Kipsigis,-0.56914,35.24417,Tea,Top Soil,Moist,,4.36,19.3,19.3,,61.4,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0161,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP64,Kipsigis,-0.57834,35.26203,No crop,Top Soil,Moist,,3.77,31.6,23.6,,44.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0162,Regenerative carbon Alliance,Regenerative carbon Alliance,,KIP65,Kipsigis,-0.58817,35.24797,Tea,Top Soil,Moist,,4.33,29.6,19.6,,50.8,NTu
Soil Analysis,"Soil Organic Carbon (Dry Combustion) ,Soil Texture Analysis",CR442SA0163,Regenerative carbon Alliance,Regenerative carbon Alliance,,KNTU12R,Kipsigis,-0.51864,35.27775,Tea,Top Soil,Moist,,2.91,17.6,17.6,,64.8,NTu
